Commit found #;Commithash ;Tactic;Probability;Type decision;Epitome;Jira Issue;Issue created at;Link;1st reviewer;2nd reviewer;2nd reviewer agree?;2nd reviewer disagree explanation
6125;03ee90b9eb926115566b604b2b1c79ed8b2c1959;CheckPoint;0.010280835567565219;;;https://issues.apache.org/jira/browse/HADOOP-7923;08/12/2011 04:45;https://github.com/apache/hadoop/commit/03ee90b9eb926115566b604b2b1c79ed8b2c1959;Mike;Stern;Yes;
6129;3c6863ab4a9132abe27247c83017cb36831fedd0;CheckPoint;0.010280835567565219;;;https://issues.apache.org/jira/browse/HDFS-2764;06/01/2012 21:10;https://github.com/apache/hadoop/commit/3c6863ab4a9132abe27247c83017cb36831fedd0;Ties;Mike;yes;
201;2453431f642db9d38058b0227fd7636c162020e0;HeartBeat;0.009957105263157906;Existence;Add hadoop streaming;https://issues.apache.org/jira/browse/HADOOP-191;03/05/2006 05:10;https://github.com/apache/hadoop/commit/2453431f642db9d38058b0227fd7636c162020e0;Ties;Mike;yes;
9688;6431192c0ee00ecfe578b270889b0c7a0a9cb8c8;Pooling;0.009857739470551491;Executive;Add blocked arraylist;https://issues.apache.org/jira/browse/HDFS-4879;04/06/2013 19:51;https://github.com/apache/hadoop/commit/6431192c0ee00ecfe578b270889b0c7a0a9cb8c8;Ties;Mike;yes;
9691;efc1048ffe10695666cc70be83c2b51cab8cdf0a;Pooling;0.009857739470551491;;;https://issues.apache.org/jira/browse/HADOOP-9877;15/08/2013 18:26;https://github.com/apache/hadoop/commit/efc1048ffe10695666cc70be83c2b51cab8cdf0a;Ties;Mike;yes;
923;b89bba0acb46db167b14db660e0af2b059e09eaf;PingEcho;0.009750930232558144;Existence;Refactor ;https://issues.apache.org/jira/browse/HADOOP-968;01/02/2007 18:09;https://github.com/apache/hadoop/commit/b89bba0acb46db167b14db660e0af2b059e09eaf;Ties;Mike;yes;
875;d0ce791cf33b11857d8152bdff4a746362434919;PingEcho;0.00971895687645688;;;https://issues.apache.org/jira/browse/HBASE-287;27/02/2007 16:51;https://github.com/apache/hadoop/commit/d0ce791cf33b11857d8152bdff4a746362434919;Ties;Mike;yes;
3540;970a0c509edd1db1c00dff4066488f14514a0d3c;Scheduler;0.009607896327554988;Existence;Backup node;https://issues.apache.org/jira/browse/HADOOP-4539;29/10/2008 19:18;https://github.com/apache/hadoop/commit/970a0c509edd1db1c00dff4066488f14514a0d3c;Ties;Mike;yes;
907;4ff447c64ace1b8b5c0fd55043dd7234d3731f2f;HeartBeat;0.009385813953488364;;;https://issues.apache.org/jira/browse/HADOOP-1093;08/03/2007 21:33;https://github.com/apache/hadoop/commit/4ff447c64ace1b8b5c0fd55043dd7234d3731f2f;Ties;Mike;yes;
1943;97835a23ba7ed3168befb8a7a6ef1c924b9ca5b7;CheckPoint;0.009376934541203974;;;https://issues.apache.org/jira/browse/HADOOP-1188;30/03/2007 22:51;https://github.com/apache/hadoop/commit/97835a23ba7ed3168befb8a7a6ef1c924b9ca5b7;Ties;Mike;yes;
705;2d1c66a80fd954f22c26ea3f9a8e6df2cfee1670;PingEcho;0.00930709595959596;;;https://issues.apache.org/jira/browse/HADOOP-227;18/05/2006 06:39;https://github.com/apache/hadoop/commit/2d1c66a80fd954f22c26ea3f9a8e6df2cfee1670;Ties;Mike;yes;
563;26ea8244101663ee6ccf3bfd4f7dd93944b533f5;PingEcho;0.009247075351213288;Property;FSNamesystes efficiency improvement;https://issues.apache.org/jira/browse/HADOOP-725;15/11/2006 23:40;https://github.com/apache/hadoop/commit/26ea8244101663ee6ccf3bfd4f7dd93944b533f5;Ties;Mike;yes;
5999;76b653a36738a4f420f14c53c7a0a4006dbf066e;HeartBeat;0.00919378527336863;;;https://issues.apache.org/jira/browse/MAPREDUCE-3716;24/01/2012 17:00;https://github.com/apache/hadoop/commit/76b653a36738a4f420f14c53c7a0a4006dbf066e;Ties;Mike;yes;
6012;dbbfaebb71eb9d69d67fd5becd2e357397d0f68b;HeartBeat;0.00919378527336863;Existence;Refactor;https://issues.apache.org/jira/browse/HDFS-2864;31/01/2012 17:28;https://github.com/apache/hadoop/commit/dbbfaebb71eb9d69d67fd5becd2e357397d0f68b;Ties;Mike;yes;
6018;b33c66efc52edd500a1bbc19e98ea7fea4e026f8;HeartBeat;0.00919378527336863;;;https://issues.apache.org/jira/browse/MAPREDUCE-3774;31/01/2012 21:30;https://github.com/apache/hadoop/commit/b33c66efc52edd500a1bbc19e98ea7fea4e026f8;Ties;Mike;no;bug
6021;42d1c9b251dcbdbcd1a867f5bae0d217f343584d;HeartBeat;0.00919378527336863;Property;Upgrade;https://issues.apache.org/jira/browse/HADOOP-7470;18/07/2011 15:33;https://github.com/apache/hadoop/commit/42d1c9b251dcbdbcd1a867f5bae0d217f343584d;Ties;Mike;yes;
6034;6d5510dfb8bdd1cce577dc713b1d5849dc572d91;HeartBeat;0.00919378527336863;;;https://issues.apache.org/jira/browse/HDFS-2877;02/02/2012 00:20;https://github.com/apache/hadoop/commit/6d5510dfb8bdd1cce577dc713b1d5849dc572d91;Ties;Mike;yes;
896;9f48a9721dead27f63294d41fcb7f1c429f4a2b1;ActiveRedundancy;0.009015634249471452;Executive;Deprecated;https://issues.apache.org/jira/browse/HADOOP-1211;05/04/2007 19:23;https://github.com/apache/hadoop/commit/9f48a9721dead27f63294d41fcb7f1c429f4a2b1;Ties;Mike;yes;
5929;c0016ba85f1d21c1e3532f66f7e66160634ceae8;HeartBeat;0.00898061396086293;Existence;Add test hook;https://issues.apache.org/jira/browse/HDFS-2825;23/01/2012 02:39;https://github.com/apache/hadoop/commit/c0016ba85f1d21c1e3532f66f7e66160634ceae8;Ties;Mike;yes;
5931;27c56b02b3015f631962992bd9193d26b85a5496;HeartBeat;0.00898061396086293;;;https://issues.apache.org/jira/browse/MAPREDUCE-3646;09/01/2012 22:25;https://github.com/apache/hadoop/commit/27c56b02b3015f631962992bd9193d26b85a5496;Ties;Mike;yes;
5934;9a153334ac5a83a49a44ead02466453f3127120f;HeartBeat;0.00898061396086293;;;https://issues.apache.org/jira/browse/MAPREDUCE-3681;17/01/2012 18:13;https://github.com/apache/hadoop/commit/9a153334ac5a83a49a44ead02466453f3127120f;Ties;Mike;yes;
5938;f73daf6af1c87c65dd97e5ec4608ba2742dc83ea;HeartBeat;0.00898061396086293;;;https://issues.apache.org/jira/browse/MAPREDUCE-3505;02/12/2011 23:59;https://github.com/apache/hadoop/commit/f73daf6af1c87c65dd97e5ec4608ba2742dc83ea;Ties;Mike;yes;
5941;dc615c312b81d2bff17821b59fba1b76aa24f585;HeartBeat;0.00898061396086293;;;https://issues.apache.org/jira/browse/MAPREDUCE-3710;23/01/2012 19:13;https://github.com/apache/hadoop/commit/dc615c312b81d2bff17821b59fba1b76aa24f585;Ties;Mike;yes;
5948;9d1621da52fd7f4ee68f80fdbf420180a42b5b1d;HeartBeat;0.00898061396086293;;;https://issues.apache.org/jira/browse/MAPREDUCE-3683;17/01/2012 18:57;https://github.com/apache/hadoop/commit/9d1621da52fd7f4ee68f80fdbf420180a42b5b1d;Ties;Mike;yes;
5959;faa6806df32627fb046af154288d13ae47ab5794;HeartBeat;0.008961829238479421;Existence;Adding;https://issues.apache.org/jira/browse/MAPREDUCE-3735;26/01/2012 09:11;https://github.com/apache/hadoop/commit/faa6806df32627fb046af154288d13ae47ab5794;Ties;Mike;yes;
5968;c5caed914d1378dab58344df83f12a46aee8aadc;HeartBeat;0.008961829238479421;;;https://issues.apache.org/jira/browse/HADOOP-7997;26/01/2012 22:28;https://github.com/apache/hadoop/commit/c5caed914d1378dab58344df83f12a46aee8aadc;Ties;Mike;yes;
5970;c8bb6f59b8de48f533414fb92f8220ea60b701bc;HeartBeat;0.008961829238479421;;;https://issues.apache.org/jira/browse/HADOOP-7993;25/01/2012 18:44;https://github.com/apache/hadoop/commit/c8bb6f59b8de48f533414fb92f8220ea60b701bc;Ties;Mike;no;bug
5979;0d5b7346812b4509193b918072d01025311ffea9;HeartBeat;0.008961829238479421;;;https://issues.apache.org/jira/browse/HDFS-2840;16/01/2012 18:18;https://github.com/apache/hadoop/commit/0d5b7346812b4509193b918072d01025311ffea9;Ties;Mike;no;bug
5984;934047630a8c0dc227dc393797a460933d212a17;HeartBeat;0.008961829238479421;;;https://issues.apache.org/jira/browse/HADOOP-8002;28/01/2012 00:22;https://github.com/apache/hadoop/commit/934047630a8c0dc227dc393797a460933d212a17;Ties;Mike;yes;
5987;98302971c240858c1c8018affb11bac453a83db2;HeartBeat;0.008961829238479421;Existence;New method;https://issues.apache.org/jira/browse/HDFS-2801;17/01/2012 09:04;https://github.com/apache/hadoop/commit/98302971c240858c1c8018affb11bac453a83db2;Ties;Mike;no;existence
5989;5652e71992ad1590bf3ae3a79f1127b59ead3a61;HeartBeat;0.008961829238479421;Property;Improve stress mode locking;https://issues.apache.org/jira/browse/MAPREDUCE-3481;29/11/2011 08:58;https://github.com/apache/hadoop/commit/5652e71992ad1590bf3ae3a79f1127b59ead3a61;Ties;Mike;yes;
6036;7e8bf2c7ee0b0acf04f54c3f7bd44b4a509b990b;HeartBeat;0.008961829238479421;Existence;Extension;https://issues.apache.org/jira/browse/HADOOP-8015;02/02/2012 18:58;https://github.com/apache/hadoop/commit/7e8bf2c7ee0b0acf04f54c3f7bd44b4a509b990b;Ties;Mike;yes;
6039;a5c46c91655acebccd1367706b05946eff90f744;HeartBeat;0.008961829238479421;;;https://issues.apache.org/jira/browse/MAPREDUCE-3784;01/02/2012 22:46;https://github.com/apache/hadoop/commit/a5c46c91655acebccd1367706b05946eff90f744;Ties;Mike;no;bug
6041;38ad4b503686a0d18cb2d42ffdecf06f0ba7b98f;HeartBeat;0.008961829238479421;Existence;Refactor;https://issues.apache.org/jira/browse/HDFS-2879;02/02/2012 13:10;https://github.com/apache/hadoop/commit/38ad4b503686a0d18cb2d42ffdecf06f0ba7b98f;Ties;Mike;yes;
6044;da00476fca356514b0720b64c40b632a445a8907;HeartBeat;0.008961829238479421;;;https://issues.apache.org/jira/browse/HADOOP-8013;02/02/2012 18:38;https://github.com/apache/hadoop/commit/da00476fca356514b0720b64c40b632a445a8907;Ties;Mike;yes;
6055;205f0470f43303e16d6a62afd633ce8f19040810;HeartBeat;0.008961829238479421;Existence;Remove duplicated code;https://issues.apache.org/jira/browse/HDFS-2785;12/01/2012 15:59;https://github.com/apache/hadoop/commit/205f0470f43303e16d6a62afd633ce8f19040810;Ties;Mike;yes;
6062;f3c35222e6e1090847775d5558010ecc8a61d358;HeartBeat;0.008961829238479421;;;https://issues.apache.org/jira/browse/MAPREDUCE-3775;31/01/2012 22:27;https://github.com/apache/hadoop/commit/f3c35222e6e1090847775d5558010ecc8a61d358;Ties;Mike;yes;
6070;b837bbb7d5ca53d8ec5b8024a963dcf4e981f2e2;HeartBeat;0.008961829238479421;;;https://issues.apache.org/jira/browse/HDFS-2893;04/02/2012 23:08;https://github.com/apache/hadoop/commit/b837bbb7d5ca53d8ec5b8024a963dcf4e981f2e2;Ties;Mike;yes;
237;662873c926bbf3d444b43ddc587bb152c8e1d039;HeartBeat;0.008961394736842099;Property;Performance of map output;https://issues.apache.org/jira/browse/HADOOP-195;05/05/2006 00:50;https://github.com/apache/hadoop/commit/662873c926bbf3d444b43ddc587bb152c8e1d039;Ties;Mike;yes;
4243;f07af5859978f00ce6366bcc8112c52c41d0070f;Pooling;0.008945377685377648;Existence;Name mapping;https://issues.apache.org/jira/browse/HADOOP-6526;30/01/2010 16:55;https://github.com/apache/hadoop/commit/f07af5859978f00ce6366bcc8112c52c41d0070f;Ties;Mike;yes;
5784;4ab6ae543e5f95e21e60be5c971b177164509c24;HeartBeat;0.008902012798795433;;;https://issues.apache.org/jira/browse/MAPREDUCE-3608;30/12/2011 00:32;https://github.com/apache/hadoop/commit/4ab6ae543e5f95e21e60be5c971b177164509c24;Ties;Mike;yes;
5787;11905517f12852d37d390fe236110f1d45f9c722;HeartBeat;0.008902012798795433;Existence;Refactor;https://issues.apache.org/jira/browse/HDFS-2574;20/11/2011 22:19;https://github.com/apache/hadoop/commit/11905517f12852d37d390fe236110f1d45f9c722;Ties;Mike;yes;
5793;7ee3e072b8ede446512137d623158edad21b4c46;HeartBeat;0.008902012798795433;;;https://issues.apache.org/jira/browse/HADOOP-7933;12/12/2011 23:57;https://github.com/apache/hadoop/commit/7ee3e072b8ede446512137d623158edad21b4c46;Ties;Mike;yes;
5802;f445eb31f19c4e022155a414265694db42fbf243;HeartBeat;0.008902012798795433;;;https://issues.apache.org/jira/browse/MAPREDUCE-3529;10/12/2011 03:46;https://github.com/apache/hadoop/commit/f445eb31f19c4e022155a414265694db42fbf243;Ties;Mike;yes;
9672;cd663baf162665904b36ddb9cb14017eb2469d9f;Pooling;0.008866450791371744;;;https://issues.apache.org/jira/browse/HADOOP-9932;04/09/2013 16:40;https://github.com/apache/hadoop/commit/cd663baf162665904b36ddb9cb14017eb2469d9f;Ties;Mike;yes;
2298;1ef13aee7dfe478213788aece6d9338f34074c4d;Pooling;0.008800913978494612;;;https://issues.apache.org/jira/browse/HADOOP-2797;07/02/2008 21:48;https://github.com/apache/hadoop/commit/1ef13aee7dfe478213788aece6d9338f34074c4d;Ties;Mike;yes;
597;13f9885213bfaf9869f88b7a5a0686fb8a7f96cf;Pooling;0.0086329699666296;;;https://issues.apache.org/jira/browse/HADOOP-639;25/10/2006 22:01;https://github.com/apache/hadoop/commit/13f9885213bfaf9869f88b7a5a0686fb8a7f96cf;Ties;Mike;yes;
3852;d632f606150975698940999d149ad48e2d39b1ed;Pooling;0.008582113530728186;;;https://issues.apache.org/jira/browse/HADOOP-4768;04/12/2008 01:59;https://github.com/apache/hadoop/commit/d632f606150975698940999d149ad48e2d39b1ed;Ties;Mike;yes;
4099;0c5734e4aca873f405fbf994e5fe7061e31731c8;Pooling;0.008483347578347566;Executive;New login method;https://issues.apache.org/jira/browse/HADOOP-6299;08/10/2009 07:48;https://github.com/apache/hadoop/commit/0c5734e4aca873f405fbf994e5fe7061e31731c8;Ties;Mike;yes;
5768;cd90b822278bf98a166e34e31aa2503ee4e48083;HeartBeat;0.00844358463047254;Property;Heartbeats to much;https://issues.apache.org/jira/browse/MAPREDUCE-3399;15/11/2011 05:29;https://github.com/apache/hadoop/commit/cd90b822278bf98a166e34e31aa2503ee4e48083;Ties;Mike;no;property, enhances availabitlity QA
5923;12645ff6c06bc514930177a78610017897e2e0b7;HeartBeat;0.008410455944815778;;;https://issues.apache.org/jira/browse/HDFS-2822;21/01/2012 02:41;https://github.com/apache/hadoop/commit/12645ff6c06bc514930177a78610017897e2e0b7;Ties;Mike;yes;
5895;d05e6d2671db3876756e5a55c369c189a8fcbdb7;HeartBeat;0.008401732819577387;;;https://issues.apache.org/jira/browse/MAPREDUCE-2450;03/03/2009 05:56;https://github.com/apache/hadoop/commit/d05e6d2671db3876756e5a55c369c189a8fcbdb7;Stern;Ties;yes;
5906;fa6033a029aeb04ebb0b6221bdc9e6e06c1bf0ba;HeartBeat;0.008401732819577373;;;https://issues.apache.org/jira/browse/HDFS-2768;07/01/2012 18:08;https://github.com/apache/hadoop/commit/fa6033a029aeb04ebb0b6221bdc9e6e06c1bf0ba;Stern;Ties;yes;
5909;b7eb5334f5ca1fbc033084ffe9690a45e596b7bb;HeartBeat;0.008401732819577373;;;https://issues.apache.org/jira/browse/HADOOP-7982;19/01/2012 01:47;https://github.com/apache/hadoop/commit/b7eb5334f5ca1fbc033084ffe9690a45e596b7bb;Stern;Ties;yes;
5913;959d1d01817e4d710e32120c70930f95494c0a3e;HeartBeat;0.008401732819577373;;;https://issues.apache.org/jira/browse/HADOOP-7986;20/01/2012 00:36;https://github.com/apache/hadoop/commit/959d1d01817e4d710e32120c70930f95494c0a3e;Stern;Ties;yes;
336;4e078d371dfd70386612fc65e1b96b7b92782f13;Scheduler;0.008383188405797104;Existence;Introduces an HTTP interface;https://issues.apache.org/jira/browse/HADOOP-347;06/07/2006 17:37;https://github.com/apache/hadoop/commit/4e078d371dfd70386612fc65e1b96b7b92782f13;Stern;Ties;yes;
5775;41737432c07fb1e1d208b5125fd0fd5205c588cd;HeartBeat;0.008322916614278197;Existence;Preserve stack trace;https://issues.apache.org/jira/browse/HDFS-2726;09/09/2008 17:59;https://github.com/apache/hadoop/commit/41737432c07fb1e1d208b5125fd0fd5205c588cd;Stern;Ties;no;Could be existence
5781;743a5b78e3bce26482c6bcd71208e422fa178cf9;HeartBeat;0.008322916614278197;;;https://issues.apache.org/jira/browse/MAPREDUCE-3522;08/12/2011 23:15;https://github.com/apache/hadoop/commit/743a5b78e3bce26482c6bcd71208e422fa178cf9;Stern;Ties;yes;
5761;6b4f40cbf913c048fb33da6c5d8271cd77766d0a;HeartBeat;0.008320168481404211;;;n/a;;https://github.com/apache/hadoop/commit/6b4f40cbf913c048fb33da6c5d8271cd77766d0a;Stern;Ties;yes;
304;2c8c75f286b227de826d3c4fa64600e0ad34b06b;Scheduler;0.008219743083003939;;;https://issues.apache.org/jira/browse/HADOOP-321;23/06/2006 08:08;https://github.com/apache/hadoop/commit/2c8c75f286b227de826d3c4fa64600e0ad34b06b;Stern;Ties;yes;
5638;224fc101fdfa355b4ad842fc39192d8e4f1f2979;HeartBeat;0.008201458888374522;;;https://issues.apache.org/jira/browse/MAPREDUCE-3327;01/11/2011 20:20;https://github.com/apache/hadoop/commit/224fc101fdfa355b4ad842fc39192d8e4f1f2979;Stern;Ties;yes;
2621;104870a89217f66bf41509f9c6711bdea09ce94c;Pooling;0.008192997987927553;;;https://issues.apache.org/jira/browse/HADOOP-3677;01/07/2008 19:27;https://github.com/apache/hadoop/commit/104870a89217f66bf41509f9c6711bdea09ce94c;Stern;Ties;yes;
5845;469f9e2db1d81b4e481896d0c5c06f059f35ab8c;HeartBeat;0.008184406954404685;;;n/a;;https://github.com/apache/hadoop/commit/469f9e2db1d81b4e481896d0c5c06f059f35ab8c;Stern;Ties;yes;
5855;39b8bbe663abc10d2dd327f426c94c147deb36ab;HeartBeat;0.008184406954404685;;;https://issues.apache.org/jira/browse/MAPREDUCE-3618;05/01/2012 03:31;https://github.com/apache/hadoop/commit/39b8bbe663abc10d2dd327f426c94c147deb36ab;Stern;Ties;yes;
5921;ece854211f117424913cdf7da48eea6ec6dd3b5c;HeartBeat;0.008178248155693929;;;https://issues.apache.org/jira/browse/HDFS-2818;20/01/2012 23:28;https://github.com/apache/hadoop/commit/ece854211f117424913cdf7da48eea6ec6dd3b5c;Stern;Ties;yes;
5899;d737c323a688c987767f88b65d51fb9cdc5059ac;HeartBeat;0.008170446489936187;;;https://issues.apache.org/jira/browse/MAPREDUCE-3669;13/01/2012 20:16;https://github.com/apache/hadoop/commit/d737c323a688c987767f88b65d51fb9cdc5059ac;Stern;Ties;yes;
5903;1d2e706dd1e4b0cab5595ab57f21b38abb01fda9;HeartBeat;0.008170446489936173;;;https://issues.apache.org/jira/browse/HDFS-2803;17/01/2012 19:22;https://github.com/apache/hadoop/commit/1d2e706dd1e4b0cab5595ab57f21b38abb01fda9;Stern;Ties;yes;
539;b8c2291bdb524e34ebbadf7ab57810b54e054fb6;ValidationInterceptor;0.008126785714285711;;;https://issues.apache.org/jira/browse/HADOOP-459;18/08/2006 04:51;https://github.com/apache/hadoop/commit/b8c2291bdb524e34ebbadf7ab57810b54e054fb6;Stern;Ties;yes;
9832;89c147d46f6bc4f8ca78308b76631ac97a79376b;Authenticate;0.008118487009679043;;;https://issues.apache.org/jira/browse/HDFS-5266;26/09/2013 19:37;https://github.com/apache/hadoop/commit/89c147d46f6bc4f8ca78308b76631ac97a79376b;Stern;Ties;yes;
247;b44f0a76ce5abb33132a8b52348136554449178a;HeartBeat;0.008107928571428585;;;n/a;;https://github.com/apache/hadoop/commit/b44f0a76ce5abb33132a8b52348136554449178a;Stern;Ties;yes;
4263;2a248dfc32e5061c1f80295f448ca525ade764c6;Pooling;0.008037206736353053;Property;Adds support for certain compression;https://issues.apache.org/jira/browse/HADOOP-6835;12/01/2009 13:16;https://github.com/apache/hadoop/commit/2a248dfc32e5061c1f80295f448ca525ade764c6;Stern;Ties;yes;
9666;2d525510b42457dd4b519a0d4e49cac4ffe48a6f;Pooling;0.008000320138105366;;;https://issues.apache.org/jira/browse/YARN-1124;30/08/2013 01:30;https://github.com/apache/hadoop/commit/2d525510b42457dd4b519a0d4e49cac4ffe48a6f;Stern;Ties;yes;
5806;0870734787d7005d85697549eab5b6479d97d453;HeartBeat;0.007959996888186327;;;https://issues.apache.org/jira/browse/MAPREDUCE-3566;15/12/2011 19:57;https://github.com/apache/hadoop/commit/0870734787d7005d85697549eab5b6479d97d453;Stern;Ties;yes;
5814;6d45b9e31db9387890c78e9184f00aa91481b8de;HeartBeat;0.007959996888186327;Existence;Refactor;https://issues.apache.org/jira/browse/HADOOP-7934;21/12/2011 18:07;https://github.com/apache/hadoop/commit/6d45b9e31db9387890c78e9184f00aa91481b8de;Stern;Ties;yes;
5819;5f5561d0573b009ab11dafcd9c1f073fbaaf4087;HeartBeat;0.007959996888186327;;;n/a;;https://github.com/apache/hadoop/commit/5f5561d0573b009ab11dafcd9c1f073fbaaf4087;Stern;Ties;yes;
5824;574f0b4c0a56918f2d0fb859b38331533708f8c8;HeartBeat;0.007959996888186327;;;https://issues.apache.org/jira/browse/HADOOP-4515;24/10/2008 11:44;https://github.com/apache/hadoop/commit/574f0b4c0a56918f2d0fb859b38331533708f8c8;Stern;Ties;yes;
5828;5ba6477099272bc73569656e1f0d6467bf1c1be4;HeartBeat;0.007959996888186327;;;https://issues.apache.org/jira/browse/MAPREDUCE-3624;05/01/2012 18:31;https://github.com/apache/hadoop/commit/5ba6477099272bc73569656e1f0d6467bf1c1be4;Stern;Ties;yes;
5833;8819fda48900fac8bffc513536850e9856dd7609;HeartBeat;0.007959996888186327;;;n/a;;https://github.com/apache/hadoop/commit/8819fda48900fac8bffc513536850e9856dd7609;Stern;Ties;yes;
5835;a7195bdd1459203e73c647165cbc2e6d63dde833;HeartBeat;0.007959996888186327;;;https://issues.apache.org/jira/browse/HDFS-2765;07/01/2012 00:03;https://github.com/apache/hadoop/commit/a7195bdd1459203e73c647165cbc2e6d63dde833;Stern;Ties;yes;
5837;e8645636ce1721aa6dc3674fbc553a7bb3522fbe;HeartBeat;0.007959996888186327;;;https://issues.apache.org/jira/browse/MAPREDUCE-3511;06/12/2011 00:27;https://github.com/apache/hadoop/commit/e8645636ce1721aa6dc3674fbc553a7bb3522fbe;Stern;Ties;yes;
5858;c4c6d8ece316a1655dd3dbff242559535ad09707;HeartBeat;0.007951258016528934;;;https://issues.apache.org/jira/browse/MAPREDUCE-3648;09/01/2012 23:48;https://github.com/apache/hadoop/commit/c4c6d8ece316a1655dd3dbff242559535ad09707;Stern;Ties;yes;
6135;dc847b39fdee85b45ef26e8e7380d722ffb89e4e;CheckPoint;0.007951069775790978;;;https://issues.apache.org/jira/browse/HDFS-2486;21/10/2011 15:11;https://github.com/apache/hadoop/commit/dc847b39fdee85b45ef26e8e7380d722ffb89e4e;Stern;Ties;yes;
6140;83fd3160dae6faaf64a499b0227d3f021b345f01;CheckPoint;0.007951069775790978;;;https://issues.apache.org/jira/browse/HDFS-2931;10/02/2012 03:19;https://github.com/apache/hadoop/commit/83fd3160dae6faaf64a499b0227d3f021b345f01;Stern;Ties;yes;
6150;5c46ba4d4813f6e6c594a3258a2844cc8c99cd42;CheckPoint;0.007951069775790978;;;https://issues.apache.org/jira/browse/MAPREDUCE-3852;10/02/2012 22:33;https://github.com/apache/hadoop/commit/5c46ba4d4813f6e6c594a3258a2844cc8c99cd42;Stern;Ties;yes;
6155;ce778462ee5426421edb679f091e31e4b6fc1ef5;CheckPoint;0.007951069775790978;Existence;Added feature;https://issues.apache.org/jira/browse/MAPREDUCE-3837;07/02/2012 23:39;https://github.com/apache/hadoop/commit/ce778462ee5426421edb679f091e31e4b6fc1ef5;Stern;Ties;no;probably a Existence
5868;74697f231772a556884feaf1c986631d02a9ae4e;HeartBeat;0.007942524476819562;;;https://issues.apache.org/jira/browse/MAPREDUCE-3512;06/12/2011 00:33;https://github.com/apache/hadoop/commit/74697f231772a556884feaf1c986631d02a9ae4e;Stern;Ties;yes;
806;ca4b75414175c11b1452b4b5f02dbeeff79f2c8c;HeartBeat;0.007918986866791738;;;https://issues.apache.org/jira/browse/HADOOP-432;08/08/2006 17:17;https://github.com/apache/hadoop/commit/ca4b75414175c11b1452b4b5f02dbeeff79f2c8c;Stern;Ties;yes;
6165;16a44b6fa5ef94bbfb7e12fe846805070ccd60c4;CheckPoint;0.007897072061225058;;;https://issues.apache.org/jira/browse/MAPREDUCE-3854;11/02/2012 00:07;https://github.com/apache/hadoop/commit/16a44b6fa5ef94bbfb7e12fe846805070ccd60c4;Stern;Ties;yes;
6170;3bd230af1199ad741518c2359618bb8fb93e6d2a;CheckPoint;0.007897072061225058;;;https://issues.apache.org/jira/browse/HDFS-2950;14/02/2012 23:42;https://github.com/apache/hadoop/commit/3bd230af1199ad741518c2359618bb8fb93e6d2a;Stern;Ties;yes;
6173;ff91453227488902d8c730d69c90fb1a97b35d75;CheckPoint;0.007897072061225058;;;https://issues.apache.org/jira/browse/HDFS-2938;12/02/2012 02:50;https://github.com/apache/hadoop/commit/ff91453227488902d8c730d69c90fb1a97b35d75;Stern;Ties;yes;
6177;1ceb0eeaf43d15e845e3fc6796539ff7bbaabd1b;CheckPoint;0.007897072061225058;;;https://issues.apache.org/jira/browse/HADOOP-8074;14/02/2012 23:37;https://github.com/apache/hadoop/commit/1ceb0eeaf43d15e845e3fc6796539ff7bbaabd1b;Stern;Ties;yes;
6180;20816218f08c28cb1a1c2b33a8538eb1453236da;CheckPoint;0.007897072061225058;;;https://issues.apache.org/jira/browse/MAPREDUCE-3864;15/02/2012 18:26;https://github.com/apache/hadoop/commit/20816218f08c28cb1a1c2b33a8538eb1453236da;Stern;Ties;yes;
6184;b8448dea82c72ff6c1558b9ebf3f24cd1c6e728b;CheckPoint;0.007897072061225058;;;https://issues.apache.org/jira/browse/HDFS-2655;10/12/2011 03:59;https://github.com/apache/hadoop/commit/b8448dea82c72ff6c1558b9ebf3f24cd1c6e728b;Stern;Ties;yes;
6186;d686027c2e43764944eda070e694ab619b34fcf1;CheckPoint;0.007897072061225058;;;https://issues.apache.org/jira/browse/HADOOP-8066;13/02/2012 19:36;https://github.com/apache/hadoop/commit/d686027c2e43764944eda070e694ab619b34fcf1;Stern;Ties;yes;
6193;1425c65b5e2cc7f57bf0ac51e4b6bb546736b601;CheckPoint;0.007897072061225058;;;https://issues.apache.org/jira/browse/HADOOP-8054;10/02/2012 08:18;https://github.com/apache/hadoop/commit/1425c65b5e2cc7f57bf0ac51e4b6bb546736b601;Stern;Ties;yes;
6195;daf22e5f32863c374930de358a6e797b08a61b85;CheckPoint;0.007897072061225058;;;https://issues.apache.org/jira/browse/HADOOP-8036;08/02/2012 05:33;https://github.com/apache/hadoop/commit/daf22e5f32863c374930de358a6e797b08a61b85;Stern;Ties;yes;
6202;089714f6dc7feffbdae79faeadad58a3bac6ea47;CheckPoint;0.007887045953958782;;;https://issues.apache.org/jira/browse/HADOOP-8054;10/02/2012 08:18;https://github.com/apache/hadoop/commit/089714f6dc7feffbdae79faeadad58a3bac6ea47;Stern;Ties;yes;
6207;3f8d7dbde34f1688078b9598ee9d05f25535a209;CheckPoint;0.007887045953958782;;;https://issues.apache.org/jira/browse/HADOOP-8046;09/02/2012 11:57;https://github.com/apache/hadoop/commit/3f8d7dbde34f1688078b9598ee9d05f25535a209;Stern;Ties;yes;
